V_COD_ESTA,V_COD_ANESTA,V_NOM_ESTA,D_FEC_INI,D_FEC_FIN,N_PORCENTAJE,N_NRO_DIA,V_NOM_DRE,V_COD_TIPO,V_COD_CATE,V_DESC_CATE,V_DESL_CATE,V_COD_SIHI,V_NOM_SIHI,V_COD_CUEN,V_NOM_CUEN,V_COD_SECTOR,N_ALT_MTS,N_LON_SIG,N_LAT_SIG,V_COD_COND,PER_INI,PER_FIN
221811,221813,PUENTE HIGUERAS,01/09/1994,28/02/2023,58,"5,984",DIRECCION ZONAL DE HUANUCO,H,06,HLM,HIDROLOGICA LIMNIMETRICA,3,HUALLAGA,07,ALTO HUALLAGA,0008,"1,993",-76,-10,F,1994-09,2023-02
202910,202913,PUENTE HUACHIPA,01/09/1960,24/02/2017,5,"1,010",DIRECCION ZONAL DE LIMA,H,06,HLM,HIDROLOGICA LIMNIMETRICA,1,PACIFICO,26,RIMAC,0002,395,-77,-12,F,1960-09,2017-02
202202,202202,PUENTE HUAMBA,01/12/1973,31/07/1984,69,"2,674",DIRECCION ZONAL DE LIMA,H,06,HLM,HIDROLOGICA LIMNIMETRICA,1,PACIFICO,19,HUARMEY,0002,586,-78,-10,C,1973-12,1984-07
109005,000413,PUNTA CULEBRAS,01/10/1954,31/01/1997,65,"10,106",DIRECCION ZONAL DE LIMA,M,11,CO,CLIMATOLOGICA ORDINARIA,1,PACIFICO,18,CULEBRAS,0002,20,-78,-10,C,1954-10,1997-01
113003,000514,PULTOC,01/06/1942,31/12/1947,100,"2,040",DIRECCION ZONAL DE ICA,M,11,CO,CLIMATOLOGICA ORDINARIA,1,PACIFICO,34,PISCO,0009,"4,702",-75,-13,C,1942-06,1947-12
115077,157237,PULLO,01/01/1963,31/12/1965,100,"1,095",DIRECCION ZONAL DE ICA,M,15,PLU,PLUVIOMETRICA,1,PACIFICO,38,YAUCA,0009,"3,052",-74,-15,C,1963-01,1965-12
113001,000496,PAUNA(TOPARA),01/03/1954,31/05/1955,100,457,DIRECCION ZONAL DE LIMA,M,11,CO,CLIMATOLOGICA ORDINARIA,1,PACIFICO,32,TOPARA,0002,145,-76,-13,C,1954-03,1955-05
111125,155460,PUNABAMBA,01/01/1957,31/12/1974,100,"6,570",DIRECCION ZONAL DE JUNIN,M,15,PLU,PLUVIOMETRICA,5,UCAYALI,08,MANTARO,0008,"4,419",-76,-11,C,1957-01,1974-12
111056,000999,PUNABAMBA,01/10/1977,31/03/1980,90,821,DIRECCION ZONAL DE JUNIN,M,16,PE,PROPOSITO ESPECIFICO,5,UCAYALI,08,MANTARO,0008,"4,419",-76,-11,C,1977-10,1980-03
103015,150208,PUNCHANA,01/01/1992,31/03/2023,93,"10,655",DIRECCION ZONAL DE LORETO,M,16,PE,PROPOSITO ESPECIFICO,4,AMAZONAS,03,NANAY,0013,91,-73,-4,F,1992-01,2023-03
200412,200413,PUNTA ARENA,,,,,DIRECCION ZONAL DE PIURA,H,06,HLM,HIDROLOGICA LIMNIMETRICA,1,PACIFICO,05,PIURA,0001,43,-81,-5,C,,
116011,000830,PUNTA ATICO,01/05/1954,28/02/2023,87,"21,974",DIRECCION ZONAL DE AREQUIPA,M,11,CO,CLIMATOLOGICA ORDINARIA,1,PACIFICO,00,INTERCUENCA DEL PACIFICO,0003,30,-74,-16,F,1954-05,2023-02
200304,200305,PUENTE SULLANA,01/09/1938,31/12/1984,95,"16,037",DIRECCION ZONAL DE PIURA,H,06,HLM,HIDROLOGICA LIMNIMETRICA,1,PACIFICO,04,CHIRA,0001,25,-81,-5,C,1938-09,1984-12
103038,000132,PUERTO PIZARRO,01/09/1963,31/03/2023,95,"20,702",DIRECCION ZONAL DE PIURA,M,11,CO,CLIMATOLOGICA ORDINARIA,1,PACIFICO,02,TUMBES,0001,6,-80,-4,F,1963-09,2023-03
203802,203802,PUENTE CARRETERA,01/09/1932,30/07/1989,92,"19,019",DIRECCION ZONAL DE ICA,H,05,HLG,HIDROLOGICA LIMNIGRAFICA,1,PACIFICO,36,GRANDE,0003,355,-75,-15,C,1932-09,1989-07
106106,000299,PUCALA,01/09/1967,30/09/1997,89,"9,740",DIRECCION ZONAL DE LAMBAYEQUE,M,11,CO,CLIMATOLOGICA ORDINARIA,1,PACIFICO,07,CHANCAY - LAMBAYEQUE,0001,85,-80,-7,C,1967-09,1997-09
230503,230503,PUENTE CUNYAC,02/10/2014,13/06/2019,2,30,DIRECCION ZONAL DE CUSCO,H,06,HLM,HIDROLOGICA LIMNIMETRICA,5,UCAYALI,09,APURIMAC,0010,"1,854",-73,-14,F,2014-10,2019-06
104023,152114,PACAYPAMPA,01/01/1963,01/06/2016,81,"15,890",DIRECCION ZONAL DE PIURA,M,11,CO,CLIMATOLOGICA ORDINARIA,1,PACIFICO,04,CHIRA,0004,"2,003",-80,-5,C,1963-01,2016-06
106116,153329,PACAYPITE,,,,,DIRECCION ZONAL DE SAN MARTIN,M,15,PLU,PLUVIOMETRICA,3,HUALLAGA,01,MAYO,0012,"1,270",-77,-6,C,,
110077,155275,PACCHAPATA,01/01/1957,31/12/1970,100,"5,110",DIRECCION ZONAL DE JUNIN,M,15,PLU,PLUVIOMETRICA,5,UCAYALI,05,PERENE,0008,"4,500",-76,-11,C,1957-01,1970-12
110056,155200,PACCHO,01/03/1965,30/04/2023,95,"20,179",DIRECCION ZONAL DE LIMA,M,15,PLU,PLUVIOMETRICA,1,PACIFICO,23,HUAURA,0006,"3,208",-77,-11,F,1965-03,2023-04
113002,000513,PACOCOCHA,01/06/1942,31/01/1949,100,"2,437",DIRECCION ZONAL DE ICA,M,11,CO,CLIMATOLOGICA ORDINARIA,1,PACIFICO,34,PISCO,0009,"4,441",-75,-13,C,1942-06,1949-01
111141,155483,PACHACAYO,01/01/1967,31/12/1988,100,"8,030",DIRECCION ZONAL DE JUNIN,M,15,PLU,PLUVIOMETRICA,5,UCAYALI,08,MANTARO,0008,"3,856",-76,-12,C,1967-01,1988-12
230907,230910,PACHACAYO,,,,,DIRECCION ZONAL DE JUNIN,H,05,HLG,HIDROLOGICA LIMNIGRAFICA,5,UCAYALI,08,MANTARO,0008,"3,605",-76,-12,C,,
109075,155414,PACHACOTO,01/01/1952,31/12/1977,92,"8,760",DIRECCION ZONAL DE LIMA,M,15,PLU,PLUVIOMETRICA,1,PACIFICO,14,SANTA,0006,"3,750",-77,-10,C,1952-01,1977-12
201712,201712,PACHACOTO,09/12/1952,31/08/1974,84,"6,641",DIRECCION ZONAL DE LIMA,H,06,HLM,HIDROLOGICA LIMNIMETRICA,1,PACIFICO,14,SANTA,0006,"3,810",-77,-10,C,1952-12,1974-08
111050,000634,PACHACHACA,01/01/1949,01/09/1985,95,"12,698",DIRECCION ZONAL DE JUNIN,M,11,CO,CLIMATOLOGICA ORDINARIA,5,UCAYALI,08,MANTARO,0008,"4,000",-76,-12,C,1949-01,1985-09
114084,157221,PECOPE,01/10/1964,31/12/1978,97,"5,023",DIRECCION ZONAL DE CUSCO,M,15,PLU,PLUVIOMETRICA,5,UCAYALI,10,PAMPAS,0010,"4,188",-73,-14,C,1964-10,1978-12
111009,000521,PACAMARCA,,,,,DIRECCION ZONAL DE JUNIN,M,16,PE,PROPOSITO ESPECIFICO,5,UCAYALI,08,MANTARO,0008,"3,340",-75,-12,C,,
114020,000730,OCUCAJE,01/01/1966,31/10/2022,91,"18,934",DIRECCION ZONAL DE ICA,M,11,CO,CLIMATOLOGICA ORDINARIA,1,PACIFICO,35,ICA,0003,311,-76,-14,F,1966-01,2022-10
105047,152211,NUEVA NAZARETH,01/01/1965,31/12/1968,100,"1,460",DIRECCION ZONAL DE LAMBAYEQUE,M,15,PLU,PLUVIOMETRICA,2,MARAÑON,07,IMAZA,0013,279,-78,-5,C,1965-01,1968-12
113053,000725,NUEVO LANCHAS,01/10/1993,30/11/2000,86,"2,249",DIRECCION ZONAL DE ICA,M,13,MAP,METEREOLOGICA AGRICOLA PRINCIPAL,1,PACIFICO,35,ICA,0009,"3,477",-75,-14,C,1993-10,2000-11
107089,153312,NUEVO LIMA,01/11/1963,28/02/2023,99,"21,458",DIRECCION ZONAL DE SAN MARTIN,M,11,CO,CLIMATOLOGICA ORDINARIA,3,HUALLAGA,02,BIABO,0013,255,-76,-7,F,1963-11,2023-02
114090,157404,NUÑOA,01/09/1963,31/05/1992,100,"10,501",DIRECCION ZONAL DE PUNO,M,15,PLU,PLUVIOMETRICA,7,TITICACA,02,RAMIS,0011,"4,013",-71,-14,C,1963-09,1992-05
111023,000543,ÑAÑA,01/01/1964,28/02/2023,89,"19,140",DIRECCION ZONAL DE LIMA,M,11,CO,CLIMATOLOGICA ORDINARIA,1,PACIFICO,26,RIMAC,0002,543,-77,-12,F,1964-01,2023-02
202802,202802,OBRAJILLO,25/09/1968,28/04/2023,13,"2,528",DIRECCION ZONAL DE LIMA,H,05,HLG,HIDROLOGICA LIMNIGRAFICA,1,PACIFICO,25,CHILLON,0006,"2,706",-77,-11,F,1968-09,2023-04
114069,157202,OCAÑA,01/09/1963,29/02/1992,88,"9,103",DIRECCION ZONAL DE ICA,M,15,PLU,PLUVIOMETRICA,1,PACIFICO,36,GRANDE,0009,"2,760",-75,-14,C,1963-09,1992-02
112072,000681,OCOBAMBA,01/01/1964,31/12/1983,92,"6,727",DIRECCION ZONAL DE CUSCO,M,11,CO,CLIMATOLOGICA ORDINARIA,5,UCAYALI,03,URUBAMBA,0016,"1,305",-72,-13,C,1964-01,1983-12
204802,204802,OCOLLA,,,,,DIRECCION ZONAL DE TACNA,H,05,HLG,HIDROLOGICA LIMNIGRAFICA,1,PACIFICO,47,ILO - MOQUEGUA,0009,"2,337",-71,-17,C,,
113043,000692,OCONGATE,01/01/1964,30/11/1970,93,"2,342",DIRECCION ZONAL DE CUSCO,M,11,CO,CLIMATOLOGICA ORDINARIA,5,UCAYALI,04,YAVERO,0010,"3,647",-71,-14,C,1964-01,1970-11
116012,000831,OCOÑA,01/08/1963,30/11/1979,97,"5,787",DIRECCION ZONAL DE AREQUIPA,M,11,CO,CLIMATOLOGICA ORDINARIA,1,PACIFICO,43,OCOÑA,0003,270,-73,-16,C,1963-08,1979-11
113044,000695,OLLACHEA,01/04/1963,30/06/2020,88,"18,384",DIRECCION ZONAL DE PUNO,M,11,CO,CLIMATOLOGICA ORDINARIA,6,MADRE DE DIOS,05,INAMBARI,0011,"2,706",-70,-14,C,1963-04,2020-06
104024,152115,OLLEROS,01/01/1963,31/03/1995,97,"11,443",DIRECCION ZONAL DE PIURA,M,15,PLU,PLUVIOMETRICA,1,PACIFICO,04,CHIRA,0004,"1,482",-80,-5,C,1963-01,1995-03
201715,201715,OLLEROS,01/03/1970,31/08/1973,100,"1,280",DIRECCION ZONAL DE LIMA,H,06,HLM,HIDROLOGICA LIMNIMETRICA,1,PACIFICO,14,SANTA,0006,"3,527",-77,-10,C,1970-03,1973-08
116023,000850,OMATE,01/10/1964,31/03/2023,94,"20,091",DIRECCION ZONAL DE TACNA,M,11,CO,CLIMATOLOGICA ORDINARIA,1,PACIFICO,46,TAMBO,0009,"2,130",-71,-17,F,1964-10,2023-03
104054,152225,ORACUZA,01/01/1965,31/12/1968,100,"1,460",DIRECCION ZONAL DE LAMBAYEQUE,M,15,PLU,PLUVIOMETRICA,2,MARAÑON,13,ALTO MARAÑON,0013,287,-78,-5,C,1965-01,1968-12
115086,157311,ORCOPAMPA,01/12/1949,31/03/2023,96,"25,789",DIRECCION ZONAL DE AREQUIPA,M,11,CO,CLIMATOLOGICA ORDINARIA,1,PACIFICO,44,CAMANA,0009,"3,812",-72,-15,F,1949-12,2023-03
202806,202806,PUENTE HUARABI,01/09/1919,31/08/1947,94,"9,584",DIRECCION ZONAL DE LIMA,H,06,HLM,HIDROLOGICA LIMNIMETRICA,1,PACIFICO,25,CHILLON,0006,"1,675",-77,-12,C,1919-09,1947-08
210901,210901,PUENTE ILLPA,,,,,DIRECCION ZONAL DE PUNO,H,05,HLG,HIDROLOGICA LIMNIGRAFICA,7,TITICACA,04,ILLPA,0011,"3,860",-70,-16,C,,
200309,200310,PUENTE INTERNACIONAL MACARA,01/03/1991,31/08/1997,76,"1,804",DIRECCION ZONAL DE PIURA,H,06,HLM,HIDROLOGICA LIMNIMETRICA,1,PACIFICO,04,CHIRA,0001,415,-80,-4,C,1991-03,1997-08
202909,202912,PUENTE LOS ANGELES,01/09/1948,18/12/2009,11,"2,530",DIRECCION ZONAL DE LIMA,H,06,HLM,HIDROLOGICA LIMNIMETRICA,1,PACIFICO,26,RIMAC,0006,695,-77,-12,C,1948-09,2009-12
210401,210401,PUENTE MARAVILLAS,01/01/1956,20/09/2009,56,"11,034",DIRECCION ZONAL DE PUNO,H,06,HLM,HIDROLOGICA LIMNIMETRICA,7,TITICACA,02,RAMIS,0011,"3,828",-70,-15,C,1956-01,2009-09
201002,201003,PUENTE MOTETE,04/03/1971,31/12/1976,99,"2,109",DIRECCION ZONAL DE LAMBAYEQUE,H,06,HLM,HIDROLOGICA LIMNIMETRICA,1,PACIFICO,08,SAÑA,0001,106,-79,-7,C,1971-03,1976-12
109062,154500,PUERTO ESPERANZA,01/01/1964,31/12/1976,100,"4,745",DIRECCION ZONAL DE HUANUCO,M,15,PLU,PLUVIOMETRICA,6,MADRE DE DIOS,02,PURUS,0014,275,-71,-10,C,1964-01,1976-12
200404,200405,PUENTE CHULUCANAS,01/09/1951,31/08/1969,100,"6,574",DIRECCION ZONAL DE PIURA,H,06,HLM,HIDROLOGICA LIMNIMETRICA,1,PACIFICO,05,PIURA,0001,71,-80,-5,C,1951-09,1969-08
220101,220101,QUEBRADA CONLLUCO,,,,,DIRECCION ZONAL DE CAJAMARCA,H,06,HLM,HIDROLOGICA LIMNIMETRICA,1,PACIFICO,14,SANTA,0006,"3,950",-78,-8,C,,
115003,000701,PUNTA SAN JUAN,01/05/1954,28/02/1958,100,"1,400",DIRECCION ZONAL DE ICA,M,11,CO,CLIMATOLOGICA ORDINARIA,1,PACIFICO,00,INTERCUENCA DEL PACIFICO,0003,30,-75,-15,C,1954-05,1958-02
203810,203810,PUNTILLA,01/09/1976,30/04/1986,15,513,DIRECCION ZONAL DE ICA,H,05,HLG,HIDROLOGICA LIMNIGRAFICA,1,PACIFICO,36,GRANDE,0003,576,-75,-15,C,1976-09,1986-04
200905,200905,PUNTILLA,01/01/1986,31/12/1992,98,"2,498",DIRECCION ZONAL DE LAMBAYEQUE,H,06,HLM,HIDROLOGICA LIMNIMETRICA,1,PACIFICO,07,CHANCAY - LAMBAYEQUE,0001,30,-80,-7,C,1986-01,1992-12
116021,000848,PUQUINA,01/01/1963,31/03/2023,48,"10,590",DIRECCION ZONAL DE TACNA,M,11,CO,CLIMATOLOGICA ORDINARIA,1,PACIFICO,46,TAMBO,0009,"3,109",-71,-17,F,1963-01,2023-03
114023,000736,PUQUIO,01/11/1962,31/03/2023,94,"20,818",DIRECCION ZONAL DE ICA,M,11,CO,CLIMATOLOGICA ORDINARIA,1,PACIFICO,37,ACARI,0009,"3,176",-74,-15,F,1962-11,2023-03
110009,000484,PURMACANA,01/07/1956,31/12/1962,99,"2,345",DIRECCION ZONAL DE LIMA,M,11,CO,CLIMATOLOGICA ORDINARIA,1,PACIFICO,22,SUPE,0002,140,-78,-11,C,1956-07,1962-12
115095,157322,PUSA PUSA,01/12/1962,31/12/1980,100,"6,576",DIRECCION ZONAL DE AREQUIPA,M,15,PLU,PLUVIOMETRICA,5,UCAYALI,09,APURIMAC,0010,"4,226",-72,-15,C,1962-12,1980-12
114070,157204,PUTACCASA,01/01/1968,31/10/1984,79,"4,878",DIRECCION ZONAL DE ICA,M,15,PLU,PLUVIOMETRICA,5,UCAYALI,10,PAMPAS,0010,"4,100",-74,-14,C,1968-01,1984-10
114093,157414,PUTINA,01/05/1956,30/11/2022,98,"23,863",DIRECCION ZONAL DE PUNO,M,11,CO,CLIMATOLOGICA ORDINARIA,7,TITICACA,01,HUANCANE,0011,"3,861",-70,-15,F,1956-05,2022-11
221902,221904,PUERTO CORPAC,01/03/1995,31/10/1995,75,184,DIRECCION ZONAL DE HUANUCO,H,06,HLM,HIDROLOGICA LIMNIMETRICA,3,HUALLAGA,07,ALTO HUALLAGA,0012,640,-76,-9,P,1995-03,1995-10
220506,220506,QUEBRADA CANARIACO,01/11/1964,31/12/1981,93,"5,820",DIRECCION ZONAL DE LAMBAYEQUE,H,06,HLM,HIDROLOGICA LIMNIMETRICA,2,MARAÑON,10,CHAMAYA,0005,"1,900",-79,-6,C,1964-11,1981-12
117008,000846,PUNTA COLES,01/05/1954,31/01/2023,87,"21,822",DIRECCION ZONAL DE TACNA,M,11,CO,CLIMATOLOGICA ORDINARIA,1,PACIFICO,00,INTERCUENCA DEL PACIFICO,0003,25,-71,-18,F,1954-05,2023-01
220803,220803,QUEBRADA COYONA,01/01/1968,31/12/1973,99,"2,161",DIRECCION ZONAL DE LAMBAYEQUE,H,06,HLM,HIDROLOGICA LIMNIMETRICA,2,MARAÑON,08,CHINCHIPE,0005,"2,377",-79,-5,C,1968-01,1973-12
220604,220604,QUEBRADA CULUCAN,01/01/1968,31/12/1982,95,"5,222",DIRECCION ZONAL DE LAMBAYEQUE,H,06,HLM,HIDROLOGICA LIMNIMETRICA,2,MARAÑON,10,CHAMAYA,0005,"1,486",-79,-6,C,1968-01,1982-12
220802,220802,QUEBRADA CHICHILLAPA,01/01/1968,31/10/1976,99,"3,181",DIRECCION ZONAL DE LAMBAYEQUE,H,06,HLM,HIDROLOGICA LIMNIMETRICA,2,MARAÑON,08,CHINCHIPE,0005,"2,250",-79,-5,C,1968-01,1976-10
106078,153211,QUEBRADA HONDA,01/10/1964,30/09/1997,97,"11,720",DIRECCION ZONAL DE CAJAMARCA,M,15,PLU,PLUVIOMETRICA,1,PACIFICO,09,JEQUETEPEQUE,0004,"3,691",-79,-7,C,1964-10,1997-09
205003,205003,QUEBRADA HONDA,,,,,DIRECCION ZONAL DE TACNA,H,05,HLG,HIDROLOGICA LIMNIGRAFICA,1,PACIFICO,48,LOCUMBA,0009,"4,480",-71,-17,C,,
221504,221504,QUEBRADA HONDA,01/01/1965,28/12/1988,27,"2,318",DIRECCION ZONAL DE LAMBAYEQUE,H,06,HLM,HIDROLOGICA LIMNIMETRICA,2,MARAÑON,09,UTCUBAMBA,0016,833,-78,-6,C,1965-01,1988-12
220603,220603,QUEBRADA INGERIACO,01/01/1968,31/12/1982,99,"5,399",DIRECCION ZONAL DE LAMBAYEQUE,H,06,HLM,HIDROLOGICA LIMNIMETRICA,2,MARAÑON,10,CHAMAYA,0005,"1,122",-79,-6,C,1968-01,1982-12
220806,220806,QUEBRADA LA CULEBRA,01/01/1968,31/12/1973,87,"1,901",DIRECCION ZONAL DE LAMBAYEQUE,H,06,HLM,HIDROLOGICA LIMNIMETRICA,2,MARAÑON,08,CHINCHIPE,0016,"1,800",-79,-5,C,1968-01,1973-12
220404,220404,QUEBRADA LANCHEMA,01/06/1965,31/12/1973,97,"3,039",DIRECCION ZONAL DE LAMBAYEQUE,H,06,HLM,HIDROLOGICA LIMNIMETRICA,2,MARAÑON,10,CHAMAYA,0016,"1,232",-79,-6,C,1965-06,1973-12
103005,150105,QUEBRADA ANGOSTURA,01/10/1993,30/11/1996,100,"1,157",DIRECCION ZONAL DE PIURA,M,15,PLU,PLUVIOMETRICA,1,PACIFICO,02,TUMBES,0001,89,-80,-4,C,1993-10,1996-11
115082,157307,PUICA,01/10/1963,31/03/2023,65,"14,063",DIRECCION ZONAL DE AREQUIPA,M,11,CO,CLIMATOLOGICA ORDINARIA,1,PACIFICO,43,OCOÑA,0009,"3,661",-73,-15,F,1963-10,2023-03
106055,000350,PUERTO ETEN,01/01/1992,31/03/1999,100,"2,647",DIRECCION ZONAL DE LAMBAYEQUE,M,11,CO,CLIMATOLOGICA ORDINARIA,1,PACIFICO,07,CHANCAY - LAMBAYEQUE,0001,26,-80,-7,C,1992-01,1999-03
109032,000478,PUERTO INCA,01/12/1963,31/03/2023,72,"15,676",DIRECCION ZONAL DE HUANUCO,M,11,CO,CLIMATOLOGICA ORDINARIA,5,UCAYALI,02,PACHITEA,0014,212,-75,-9,F,1963-12,2023-03
109057,154300,PUERTO INCA,01/01/1963,31/12/1996,56,"6,935",DIRECCION ZONAL DE HUANUCO,M,15,PLU,PLUVIOMETRICA,5,UCAYALI,02,PACHITEA,0014,198,-75,-9,C,1963-01,1996-12
231101,231101,PUERTO INCA,01/11/1994,30/04/2006,72,"3,040",DIRECCION ZONAL DE HUANUCO,H,06,HLM,HIDROLOGICA LIMNIMETRICA,5,UCAYALI,02,PACHITEA,0014,192,-75,-9,F,1994-11,2006-04
112079,140604,PUERTO MALDONADO,01/01/1958,31/10/2013,63,"12,894",DIRECCION ZONAL DE CUSCO,M,14,SIN,SINOPTICA,6,MADRE DE DIOS,04,TAMBOPATA,0015,200,-69,-13,F,1958-01,2013-10
230929,230937,PUERTO OCOPA,,,,,DIRECCION ZONAL DE JUNIN,H,05,HLG,HIDROLOGICA LIMNIGRAFICA,5,UCAYALI,05,PERENE,0014,320,-74,-11,C,,
221901,221903,PUERTO PEREZ,,,,,DIRECCION ZONAL DE HUANUCO,H,05,HLG,HIDROLOGICA LIMNIGRAFICA,3,HUALLAGA,07,ALTO HUALLAGA,0012,659,-76,-9,C,,
108041,153347,PUERTO PIZANA,01/01/1963,31/12/1967,100,"1,825",DIRECCION ZONAL DE SAN MARTIN,M,15,PLU,PLUVIOMETRICA,3,HUALLAGA,07,ALTO HUALLAGA,0012,500,-77,-8,C,1963-01,1967-12
110100,155417,PUNTA MOJON,01/01/1952,31/12/1972,100,"7,665",DIRECCION ZONAL DE LIMA,M,15,PLU,PLUVIOMETRICA,1,PACIFICO,14,SANTA,0006,"4,200",-77,-10,C,1952-01,1972-12
109058,154301,PUERTO VICTORIA,01/09/1963,31/08/1980,108,"6,732",DIRECCION ZONAL DE JUNIN,M,15,PLU,PLUVIOMETRICA,5,UCAYALI,02,PACHITEA,0014,227,-75,-10,C,1963-09,1980-08
113014,000645,SINTO,01/11/1963,31/03/1981,96,"6,085",DIRECCION ZONAL DE ICA,M,11,CO,CLIMATOLOGICA ORDINARIA,1,PACIFICO,34,PISCO,0009,"4,039",-75,-13,C,1963-11,1981-03
107059,153206,SINSICAP,01/09/1963,31/12/2022,95,"20,609",DIRECCION ZONAL DE CAJAMARCA,M,15,PLU,PLUVIOMETRICA,1,PACIFICO,11,MOCHE,0006,"2,315",-79,-8,P,1963-09,2022-12
111036,000566,SINCOS,01/02/1954,30/04/1961,38,"1,001",DIRECCION ZONAL DE JUNIN,M,16,PE,PROPOSITO ESPECIFICO,5,UCAYALI,08,MANTARO,0008,"3,284",-75,-12,C,1954-02,1961-04
200316,200318,SOLANA BAJA,,,,,DIRECCION ZONAL DE PIURA,H,06,HLM,HIDROLOGICA LIMNIMETRICA,1,PACIFICO,04,CHIRA,0001,112,-80,-5,C,,
112062,000653,SIVIA,01/10/1951,31/10/1955,96,"1,431",DIRECCION ZONAL DE JUNIN,M,16,PE,PROPOSITO ESPECIFICO,5,UCAYALI,09,APURIMAC,0012,570,-74,-13,C,1951-10,1955-10
112152,156340,TERESITA,01/10/1963,28/02/1969,94,"1,858",DIRECCION ZONAL DE CUSCO,M,15,PLU,PLUVIOMETRICA,5,UCAYALI,09,APURIMAC,0012,648,-74,-13,C,1963-10,1969-02
200423,200424,TEODULO PEÑA,,,,,DIRECCION ZONAL DE PIURA,H,06,HLM,HIDROLOGICA LIMNIMETRICA,1,PACIFICO,05,PIURA,0001,183,-80,-5,C,,
102001,151301,TENIENTE LOPEZ,01/01/1964,31/01/1997,77,"9,342",DIRECCION ZONAL DE LORETO,M,15,PLU,PLUVIOMETRICA,2,MARAÑON,01,TIGRE,0013,241,-76,-3,C,1964-01,1997-01
107047,000342,TEMBLADERA,01/02/1964,31/12/1983,72,"5,205",DIRECCION ZONAL DE CAJAMARCA,M,11,CO,CLIMATOLOGICA ORDINARIA,1,PACIFICO,09,JEQUETEPEQUE,0001,433,-79,-7,C,1964-02,1983-12
112013,000509,TELLERIA,01/01/1963,31/12/1971,100,"3,285",DIRECCION ZONAL DE JUNIN,M,11,CO,CLIMATOLOGICA ORDINARIA,5,UCAYALI,08,MANTARO,0008,"3,631",-75,-12,C,1963-01,1971-12
109071,155410,TICAPAMPA,01/01/1948,31/12/1977,90,"9,855",DIRECCION ZONAL DE LIMA,M,15,PLU,PLUVIOMETRICA,1,PACIFICO,14,SANTA,0006,"3,500",-77,-10,C,1948-01,1977-12
104078,000202,TEJEDORES,01/03/1958,30/04/1981,99,"8,371",DIRECCION ZONAL DE PIURA,M,13,MAP,METEREOLOGICA AGRICOLA PRINCIPAL,1,PACIFICO,05,PIURA,0001,211,-80,-5,C,1958-03,1981-04
111054,000997,TAZA OROYA,01/04/1978,31/08/1985,100,"2,710",DIRECCION ZONAL DE JUNIN,M,16,PE,PROPOSITO ESPECIFICO,5,UCAYALI,08,MANTARO,0008,"3,717",-76,-12,C,1978-04,1985-08
108006,000412,TAYABAMBA,01/11/1963,31/05/1983,100,"7,122",DIRECCION ZONAL DE CAJAMARCA,M,11,CO,CLIMATOLOGICA ORDINARIA,2,MARAÑON,13,ALTO MARAÑON,0007,"3,250",-77,-8,C,1963-11,1983-05
111029,000554,TARMA,01/04/1960,31/03/2023,89,"20,396",DIRECCION ZONAL DE JUNIN,M,11,CO,CLIMATOLOGICA ORDINARIA,5,UCAYALI,05,PERENE,0008,"3,025",-76,-11,F,1960-04,2023-03
112104,155490,TELLERIA,01/01/1963,31/12/1971,100,"3,285",DIRECCION ZONAL DE JUNIN,M,15,PLU,PLUVIOMETRICA,5,UCAYALI,08,MANTARO,0008,"3,631",-75,-12,C,1963-01,1971-12
240201,240201,TIMICURILLO I,25/11/1991,31/08/1994,99,999,DIRECCION ZONAL DE LORETO,H,06,HLM,HIDROLOGICA LIMNIMETRICA,4,AMAZONAS,05,INTERCUENCA DEL AMAZONAS,0013,98,-73,-4,C,1991-11,1994-08
107084,153301,SHEPTE,01/09/1963,31/12/1985,97,"7,883",DIRECCION ZONAL DE SAN MARTIN,M,15,PLU,PLUVIOMETRICA,3,HUALLAGA,05,HUALLABAMBA,0012,850,-77,-7,C,1963-09,1985-12
106100,153318,TINGO DE PONAZA,01/11/1963,01/11/1998,71,"9,069",DIRECCION ZONAL DE SAN MARTIN,M,15,PLU,PLUVIOMETRICA,3,HUALLAGA,07,ALTO HUALLAGA,0013,235,-76,-7,C,1963-11,1998-11
106119,000297,TINGO DE PONAZA,01/11/1998,28/02/2023,98,"8,706",DIRECCION ZONAL DE SAN MARTIN,M,11,CO,CLIMATOLOGICA ORDINARIA,3,HUALLAGA,07,ALTO HUALLAGA,0013,238,-76,-7,F,1998-11,2023-02
111104,155261,TINGO DE HUALPA,01/01/1950,31/12/1951,100,730,DIRECCION ZONAL DE JUNIN,M,15,PLU,PLUVIOMETRICA,5,UCAYALI,08,MANTARO,0008,"3,900",-76,-11,C,1950-01,1951-12
220113,220116,TINGO CHICO,,,,,DIRECCION ZONAL DE HUANUCO,H,05,HLG,HIDROLOGICA LIMNIGRAFICA,2,MARAÑON,13,ALTO MARAÑON,0008,"3,075",-77,-10,C,,
204709,204710,TIABAYA,,,,,DIRECCION ZONAL DE AREQUIPA,H,05,HLG,HIDROLOGICA LIMNIGRAFICA,1,PACIFICO,45,QUILCA,0009,"2,618",-72,-16,C,,
106049,000335,TINAJONES,01/01/1963,31/03/2023,77,"16,893",DIRECCION ZONAL DE LAMBAYEQUE,M,12,CP,CLIMATOLOGICA PRINCIPAL,1,PACIFICO,07,CHANCAY - LAMBAYEQUE,0001,182,-79,-7,F,1963-01,2023-03
